Path,Station,Date,TMSTAMP,RECNBR,StnID,BatMin,ProgSig,AvgAir_T,MaxAir_T,HmMaxAir_T,MinAir_T,HmMinAir_T,AvgRH,MaxRH,HmMaxRH,MinRH,HmMinRH,Pluvio_Rain,MaxWS,HmMaxWS,AvgWS,AvgWD,AvgSD,AvgSoil_T05,MaxSoil_T05,MinSoil_T05,AvgRS_kw,MaxRS_kw,HmMaxRS,TotRS_MJ,TBRG_Rain,Avg_Soil_TP5_TempC,Max_Soil_TP5_TempC,Min_Soil_TP5_TempC,Avg_Soil_TP5_VMC,Max_Soil_TP5_VMC,Min_Soil_TP5_VMC,Avg_Soil_TP20_TempC,Max_Soil_TP20_TempC,Min_Soil_TP20_TempC,Avg_Soil_TP20_VMC,Max_Soil_TP20_VMC,Min_Soil_TP20_VMC,Avg_Soil_TP50_TempC,Max_Soil_TP50_TempC,Min_Soil_TP50_TempC,Avg_Soil_TP50_VMC,Max_Soil_TP50_VMC,Min_Soil_TP50_VMC,Avg_Soil_TP100_TempC,Max_Soil_TP100_TempC,Min_Soil_TP100_TempC,Avg_Soil_TP100_VMC,Max_Soil_TP100_VMC,Min_Soil_TP100_VMC,EvapTot24
NULL,bagot,2023-04-28,"2023-04-29 00:00:00",773,534,12.69,3429,5.964,11.06,"2023-04-28 17:44:00",1.172,"2023-04-28 07:13:00",70.86,92.9,"2023-04-28 04:30:00",43.02,"2023-04-28 17:44:00",0,6.801,"2023-04-28 08:08:55",2.846,357.8,67.61,1.355,2.447,0.48,0.208,1.221,"2023-04-28 13:16:20",17.97191,0,2.315,2.76,1.981,47.61,48.59,47,1.186,1.196,1.167,16.85,16.91,16.79,1.118,1.136,1.104,45.35,45.47,45.27,NULL,NULL,NULL,40.26,40.35,40.03,2.677
NULL,austin,2023-04-28,"2023-04-29 00:00:00",766,533,12.81,7999,6.115,11.4,"2023-04-28 17:07:00",0.101,"2023-04-28 06:45:00",68.86,91.4,"2023-04-28 06:49:00",38.54,"2023-04-28 18:08:00",0,6.076,"2023-04-28 14:44:30",2.505,6.599,75.29,3.515,5.512,1.696,0.207,1.242,"2023-04-28 13:10:40",17.80803,0,6.256,7.36,5.27,41.17,41.5,40.86,3.742,4.682,2.983,38.73,38.88,38.55,3.735,3.972,3.501,38.39,39.24,36.95,3.694,3.802,3.507,40.45,40.56,40.18,2.666
NULL,argue,2023-04-28,"2023-04-29 00:00:00",773,505,12.74,7999,5.307,11.13,"2023-04-28 15:39:00",-1.339,"2023-04-28 06:57:00",71.26,95.4,"2023-04-28 07:46:00",39.88,"2023-04-28 14:06:00",0.69,8.15,"2023-04-28 22:13:05",2.609,288.3,50.91,2.056,3.348,0.725,0.225,1.187,"2023-04-28 14:13:45",19.40877,0.8,4.714,6.768,2.477,44.66,45.68,43.56,2.664,3.484,1.891,35.62,36.91,34.61,1.533,1.549,1.509,30.79,30.83,30.75,2.162,2.179,2.151,32.12,32.18,32.06,3.111
NULL,arborg,2023-04-28,"2023-04-29 00:00:00",773,206,12.66,7999,5.927,10.89,"2023-04-28 13:59:00",1.29,"2023-04-28 07:10:00",77.47,100,"2023-04-28 01:11:00",41.54,"2023-04-28 14:29:00",0,4.782,"2023-04-28 17:25:30",1.813,17.7,77.05,3.244,5.414,1.475,0.188,1.222,"2023-04-28 13:51:35",16.19024,0.2,5.121,7.832,2.667,40.45,40.81,39.78,1.937,2.113,1.818,34.22,46.97,23.92,1.094,1.116,1.073,23.41,23.47,23.34,1.379,1.399,1.365,20.84,20.87,20.82,2.401
NULL,altona,2023-04-28,"2023-04-29 00:00:00",773,244,12.67,7999,5.747,11.55,"2023-04-28 14:51:00",1.648,"2023-04-28 01:01:00",80.7,95.9,"2023-04-28 06:49:00",53.02,"2023-04-28 17:49:00",1.52,7.409,"2023-04-28 08:16:20",3.62,329.6,44.74,3.203,5.676,1.366,0.177,1.368,"2023-04-28 12:10:40",15.19524,1.6,1.993,2.447,1.728,47.69,48.22,47.16,1.683,1.7,1.665,28.72,28.81,28.69,0.423,0.446,0.402,33.84,33.9,33.77,1.568,1.582,1.558,35.43,35.48,35.39,2.249
NULL,alonsa,2023-04-28,"2023-04-29 00:00:00",773,253,12.86,7999,6.009,12.26,"2023-04-28 16:27:00",-1.341,"2023-04-28 05:53:00",64.47,96.5,"2023-04-28 05:29:00",35.4,"2023-04-28 16:12:00",0,6.527,"2023-04-28 18:06:40",2.636,342.5,89.9,3.454,6.813,0.378,0.222,1.156,"2023-04-28 13:09:35",19.16273,0.2,4.531,7.208,1.822,39.43,40.09,38.85,2.297,3.235,1.565,35.09,35.66,34.42,1.687,1.721,1.651,NULL,NULL,NULL,1.199,1.214,1.18,16.53,17.06,16.08,3.208
NULL,alexander,2023-04-28,"2023-04-29 00:00:00",773,544,12.56,7999,4.852,11.09,"2023-04-28 14:37:00",-2.904,"2023-04-28 04:24:00",67.11,94,"2023-04-28 07:05:00",36.88,"2023-04-28 14:37:00",0,8.94,"2023-04-28 14:42:10",2.804,276,47.41,4.641,8.57,0.811,0.216,1.26,"2023-04-28 13:43:05",18.65565,0.2,4.076,5.309,2.764,38.97,39.15,38.82,2.965,3.695,2.354,36.86,37.16,36.66,1.091,1.106,1.074,33.96,34.04,33.87,2.789,7.955,-4.88,8.16,10.17,6.34,3.189
NULL,zhoda,2023-04-27,"2023-04-28 00:00:00",767,519,12.69,7999,5.508,11.46,"2023-04-27 15:36:00",0.438,"2023-04-27 02:56:00",79.82,100,"2023-04-27 00:00:05",48.22,"2023-04-27 17:00:00",0,8.53,"2023-04-27 14:26:40",2.655,6.37,84.5,-0.082,-0.071,-0.092,0.192,1.194,"2023-04-27 12:54:20",16.57354,0.2,1.252,1.637,1.034,33.38,40.84,29.5,1.792,1.808,1.781,32.35,33.09,31.78,1.572,1.59,1.561,37.13,37.32,37.05,2.413,2.431,2.4,49.37,49.41,49.33,2.657
NULL,woodlands,2023-04-27,"2023-04-28 00:00:00",770,225,12.47,7999,4.24,10.95,"2023-04-27 13:26:00",-1.529,"2023-04-27 06:09:00",84.2,99,"2023-04-27 08:59:00",57.62,"2023-04-27 13:20:00",0,12.03,"2023-04-27 17:47:20",3.565,355.4,51.61,-1.329,1.108,-3.141,0.179,1.068,"2023-04-27 13:23:40",15.44961,0.2,2.613,4.441,1.248,47.43,52.3,45.43,1.305,1.334,1.293,26.51,26.75,26.35,1.39,1.399,1.379,29.1,29.42,28.75,2.13,2.139,2.119,41.13,41.27,40.23,2.283
NULL,winkler,2023-04-27,"2023-04-28 00:00:00",771,230,12.79,7999,6.462,13.68,"2023-04-27 15:57:00",1.775,"2023-04-27 00:34:00",73.87,88.7,"2023-04-27 00:36:00",43.72,"2023-04-27 16:01:00",0,9.6,"2023-04-27 16:45:30",3.345,328.6,60.24,1.252,2.988,0.115,0.173,1.037,"2023-04-27 13:36:50",14.95292,0,1.999,2.877,1.351,48.98,49.26,48.61,1.345,1.392,1.296,33.66,44.38,29.54,1.441,1.466,1.421,20.49,20.51,20.46,2.397,2.413,2.384,22.09,22.23,21.94,2.703
NULL,windygates,2023-04-27,"2023-04-28 00:00:00",745,513,12.77,7999,4.056,8.73,"2023-04-27 16:37:00",0.428,"2023-04-27 02:43:00",85.3,100,"2023-04-27 00:00:05",60.18,"2023-04-27 17:47:00",0,8.82,"2023-04-27 17:32:50",4.631,351.7,82.9,0.547,1.609,-0.043,0.169,1.015,"2023-04-27 14:49:05",14.53637,0,1.997,2.002,1.98,46.95,47.11,46.79,1.293,1.308,1.281,31.6,31.65,31.56,1.91,1.936,1.88,53.8,53.97,53.61,1.852,1.907,1.796,45.59,45.66,45.52,2.071
NULL,wawanesa,2023-04-27,"2023-04-28 00:00:00",771,240,12.71,7999,6.565,13,"2023-04-27 15:41:00",1.407,"2023-04-27 01:07:00",64.08,87.3,"2023-04-28 00:00:00",38.17,"2023-04-27 16:18:00",0,7.762,"2023-04-27 15:40:15",3.559,2.836,70.23,5.893,10.56,2.757,0.201,1.076,"2023-04-27 14:58:05",17.29113,0,5.725,8.61,3.612,34.11,34.28,33.92,3.749,4.679,3.13,36.77,36.89,36.65,0.951,0.971,0.942,23.45,23.56,23.36,1.861,1.882,1.849,30.56,30.71,30.46,3.503
NULL,waskada,2023-04-27,"2023-04-28 00:00:00",735,507,12.84,7999,6.983,11.86,"2023-04-27 18:29:00",2.516,"2023-04-27 00:03:00",69.74,99.8,"2023-04-27 23:42:00",46.78,"2023-04-27 18:32:00",2.94,9.55,"2023-04-27 22:11:40",3.594,57.76,70.16,4.063,5.265,2.997,0.094,0.833,"2023-04-27 12:32:55",8.072649,3,10.32,11.27,9.34,21.21,21.55,20.92,4.446,4.958,4.147,29.82,29.98,29.71,1.5,1.636,1.393,26.73,26.76,26.72,4.525,4.608,4.458,22.92,22.94,22.89,2.182
NULL,vivian,2023-04-27,"2023-04-28 00:00:00",771,521,12.75,7999,5.25,11.53,"2023-04-27 15:29:00",0.502,"2023-04-27 06:26:00",82.6,100,"2023-04-27 02:12:00",46.95,"2023-04-27 15:23:00",0,7.526,"2023-04-27 17:47:25",2.466,30.59,68,3.319,5.324,1.802,0.181,1.137,"2023-04-27 13:20:45",15.63644,0,6.783,10.74,4.284,36.84,37.5,36.16,5.241,6.642,4.434,43.76,44.06,43.53,2.976,3.078,2.87,53.75,53.77,53.7,2.952,2.991,2.911,35.25,35.28,35.24,2.417
NULL,virden,2023-04-27,"2023-04-28 00:00:00",749,224,12.52,7999,6.855,11.44,"2023-04-27 15:44:00",2.376,"2023-04-27 00:02:00",62.35,89.4,"2023-04-27 23:11:00",40.91,"2023-04-27 17:15:00",1.8,8.64,"2023-04-27 15:43:35",3.101,3.585,66.39,5.817,8.11,3.796,0.138,1.008,"2023-04-27 12:32:15",11.89141,1.8,6.479,8.78,4.494,22.71,22.98,22.59,5.429,6.159,4.677,27.21,27.39,27.04,3.134,3.307,2.911,9.35,9.46,9.25,1.246,1.276,1.214,11.14,11.16,11.11,2.837
NULL,treherne,2023-04-27,"2023-04-28 00:00:00",771,201,12.8,7999,5.102,10.35,"2023-04-27 13:38:00",0.258,"2023-04-27 23:33:00",70.87,89.6,"2023-04-27 23:35:00",46.59,"2023-04-27 14:50:00",0,9.88,"2023-04-27 17:48:30",4.214,349.4,75.09,3.008,5.507,1.117,0.22,1.139,"2023-04-27 13:48:00",18.95126,0,3.534,4.77,2.595,31.53,32.05,31.31,1.535,1.559,1.517,29.9,30.1,29.78,1.168,1.187,1.151,22.05,22.19,21.86,2.243,2.26,2.225,12.81,12.81,12.8,3.185
NULL,teulon,2023-04-27,"2023-04-28 00:00:00",771,207,12.78,7999,3.861,8.82,"2023-04-27 13:50:00",-0.73,"2023-04-27 01:12:00",88.5,99.9,"2023-04-27 00:13:00",64.95,"2023-04-27 16:46:00",0,6.919,"2023-04-27 13:54:30",2.869,36.79,40.69,4.098,9.61,0.444,0.003,0.013,"2023-04-27 14:18:30",NULL,0,4.298,8.31,1.448,40.68,41.4,40.14,3.458,4.451,2.787,42.38,47.69,39.44,0.809,0.83,0.789,7.094,7.132,7.065,0.862,0.879,0.839,11.23,11.27,11.19,0.528
NULL,taylorspoint,2023-04-27,"2023-04-28 00:00:00",771,515,12.56,7999,3.523,8.46,"2023-04-27 13:16:00",-2.311,"2023-04-27 04:34:00",86.9,100,"2023-04-27 02:06:00",55.23,"2023-04-27 15:24:00",0.05,9.82,"2023-04-27 14:18:45",3.079,355.8,38.76,2.992,5.313,0.845,0.211,1.238,"2023-04-27 12:36:25",18.16444,0.2,4.927,8.96,1.733,46.31,50.87,43.65,2.719,3.707,1.863,46.82,46.99,46.66,NULL,NULL,NULL,NULL,NULL,NULL,1.426,1.439,1.407,37.88,37.96,37.82,2.245
NULL,swanvalley,2023-04-27,"2023-04-28 00:00:00",771,231,12.54,7999,2.511,6.411,"2023-04-27 12:03:00",-2.833,"2023-04-27 06:43:00",85.6,97.3,"2023-04-27 01:33:00",66.26,"2023-04-27 17:12:00",0,9.39,"2023-04-27 17:05:25",3.189,17.57,84.1,4.682,5.705,3.958,0.161,1.115,"2023-04-27 12:26:20",13.86838,0,4.937,5.838,3.745,60.46,62.02,56.83,4.406,4.901,3.909,52.07,52.22,51.79,3.808,3.94,3.645,47.38,47.42,47.34,3.253,3.305,3.199,45.29,45.31,45.25,1.673
NULL,stpierre,2023-04-27,"2023-04-28 00:00:00",761,203,12.95,784,5.36,12.16,"2023-04-27 15:28:00",0.702,"2023-04-27 06:02:00",81.6,97.7,"2023-04-27 00:25:00",43.75,"2023-04-27 18:04:00",0,8.8,"2023-04-27 15:34:45",4.286,332.8,84.4,3.206,6.382,0.905,0.19,1.203,"2023-04-27 12:40:30",16.37706,0,3.617,4.873,2.803,39.54,40.25,39.1,2.748,3.519,2.444,35.91,36.84,35.43,1.654,1.737,1.591,36.93,36.98,36.79,2.24,2.265,2.223,42.02,42.37,41.62,2.677
NULL,stonewall,2023-04-27,"2023-04-28 00:00:00",753,555,12.59,7999,3.848,9.63,"2023-04-27 13:54:00",-1.667,"2023-04-27 05:35:00",88.2,99.4,"2023-04-27 10:47:00",62.93,"2023-04-27 13:46:00",0,7.232,"2023-04-27 08:19:30",3.001,23.32,49.37,2.201,4.804,0.16,0.148,1.221,"2023-04-27 13:05:10",12.75473,0,3.013,4.985,1.43,45.76,46.54,45.08,1.664,2.117,1.444,46.83,48.65,46.27,1.072,1.08,1.053,35.99,36.06,35.93,1.134,1.146,1.124,25.18,25.2,25.17,1.742
NULL,stlazare,2023-04-27,"2023-04-28 00:00:00",771,529,12.79,7999,5.27,10.67,"2023-04-27 12:43:00",0.309,"2023-04-27 02:44:00",67.94,100,"2023-04-27 22:04:00",40.73,"2023-04-27 11:37:00",1.16,8.53,"2023-04-27 13:45:45",2.5,29.44,35.94,4.11,6.681,1.827,0.168,1.169,"2023-04-27 13:30:35",14.43742,1.4,6.221,7.753,4.804,40.16,41.29,39.08,4.037,4.462,3.689,41.41,44.01,39.7,NULL,NULL,NULL,49.49,49.85,49.3,3.552,3.563,3.538,43.79,43.86,43.73,2.666
NULL,sterose,2023-04-27,"2023-04-28 00:00:00",771,211,12.46,7999,2.158,6.692,"2023-04-27 14:51:00",-2.603,"2023-04-27 05:08:00",89.7,99,"2023-04-27 08:30:00",67.35,"2023-04-27 15:08:00",0,10.37,"2023-04-27 16:46:50",3.341,314,48.34,0.504,1.028,-0.049,0.132,1.122,"2023-04-27 12:27:30",11.32928,0.2,4.258,5.105,3.42,39.6,40.27,39.02,1.23,1.283,1.192,40.85,41.04,40.65,1.121,1.144,1.101,36.55,36.61,36.47,1.722,1.739,1.71,44.21,44.26,44.16,1.374
NULL,steinbach,2023-04-27,"2023-04-28 00:00:00",760,223,12.65,7999,5.199,11.76,"2023-04-27 15:02:00",0.551,"2023-04-27 01:53:00",87,100,"2023-04-27 00:00:05",55.34,"2023-04-27 15:56:00",0,8.23,"2023-04-27 19:28:20",3.382,11.54,80.6,3.358,6.709,0.889,0.009,0.064,"2023-04-27 12:29:50",NULL,0.2,7.111,8.6,6.058,53.82,54.32,52.32,1.586,2.085,1.388,49.99,50.07,49.9,1.373,1.384,1.355,38.55,39.14,38.03,3.115,3.132,3.098,46.77,46.85,46.7,0.9
NULL,stead,2023-04-27,"2023-04-28 00:00:00",770,565,12.65,7999,5.102,11.84,"2023-04-27 16:38:00",1.297,"2023-04-27 01:24:00",82.6,99.3,"2023-04-27 07:05:00",43.85,"2023-04-27 16:40:00",0,7.703,"2023-04-27 18:43:10",2.766,20.9,48.39,3.354,5.253,1.849,0.159,1.242,"2023-04-27 12:56:25",13.67622,0.2,2.881,4.111,1.926,40.41,41.51,39.51,1.139,1.179,1.119,47.71,48.11,47.1,1.334,1.358,1.326,28.49,28.56,28.44,2.081,2.091,2.059,51.33,51.47,51.2,2.288
NULL,stclaude,2023-04-27,"2023-04-28 00:00:00",765,554,12.88,7999,5.666,10.28,"2023-04-27 15:03:00",2.442,"2023-04-27 23:43:00",73.3,89.8,"2023-04-27 10:03:00",54.65,"2023-04-27 15:40:00",0,10.17,"2023-04-27 18:04:55",4.159,321.7,58.1,5.065,9.7,1.727,0.251,1.199,"2023-04-27 13:52:00",21.62885,0,7.733,10.39,5.793,41.63,41.7,41.48,8.38,9.4,7.795,38.43,38.47,38.34,1.075,1.1,1.043,24.12,24.2,24.07,0.854,0.877,0.836,35.41,36.7,35.04,3.299
NULL,starbuck,2023-04-27,"2023-04-28 00:00:00",771,202,12.64,7999,4.529,10.7,"2023-04-27 15:24:00",0.308,"2023-04-27 07:09:00",83.5,98.1,"2023-04-27 09:57:00",57.98,"2023-04-27 17:47:00",0,11.84,"2023-04-27 18:28:10",4.394,322,63.32,2.478,5.017,0.517,0.193,1.208,"2023-04-27 13:42:30",16.64877,0,3.234,5.292,1.634,53.55,54.95,51.01,1.271,1.406,1.208,31.89,48.05,27.93,0.362,0.389,0.328,27.26,27.34,27.2,0.842,0.878,0.8,34.32,34.4,34.27,2.448
NULL,stadolphe,2023-04-27,"2023-04-28 00:00:00",770,243,12.7,7999,4.688,11.1,"2023-04-27 16:15:00",-0.039,"2023-04-27 06:24:00",81.5,98.7,"2023-04-27 03:01:00",47.93,"2023-04-27 17:00:00",0,7.389,"2023-04-27 18:23:35",2.936,3.861,77.83,3.295,7.605,0.428,0.192,1.23,"2023-04-27 13:07:50",16.59668,0,6.844,7.466,6.481,49.63,49.98,49.14,1.224,1.245,1.212,35.92,37.61,35.6,1.115,1.132,1.101,32.89,32.97,32.83,1.597,1.615,1.577,42.6,42.66,42.54,2.582
NULL,spraguelakebog,2023-04-27,"2023-04-28 00:00:00",770,561,12.62,7999,3.402,9.29,"2023-04-27 17:17:00",-2.849,"2023-04-27 23:45:00",87.1,99.1,"2023-04-27 07:54:00",53.01,"2023-04-27 18:12:00",0,6.272,"2023-04-27 17:18:25",1.567,74.23,68.06,NULL,NULL,NULL,0.11,0.719,"2023-04-27 16:16:10",9.433517,0.4,NULL,NULL,NULL,5.203,7.6,2.245,NULL,NULL,NULL,2.604,5.131,NULL,NULL,NULL,NULL,NULL,3.029,NULL,NULL,NULL,NULL,NULL,1.76,NULL,1.284
NULL,souris,2023-04-27,"2023-04-28 00:00:00",735,208,12.55,7999,5.778,10.85,"2023-04-27 12:39:00",1.075,"2023-04-27 00:07:00",74.06,99.9,"2023-04-27 23:54:00",51.34,"2023-04-27 15:02:00",0,8.66,"2023-04-27 10:00:40",3.525,35.92,77.44,3.793,5.691,2.293,0.16,1.115,"2023-04-27 14:02:35",13.77701,0,4.125,5.45,3.001,30.41,30.6,30.2,3.864,4.48,3.334,27.03,27.2,26.91,1.093,1.109,1.074,21.73,23.27,20.17,1.564,1.578,1.552,27.91,28.97,26.8,2.561
NULL,somerset,2023-04-27,"2023-04-28 00:00:00",770,246,12.45,160,4.35,9.38,"2023-04-27 15:26:00",-0.518,"2023-04-27 23:48:00",83.7,100,"2023-04-27 00:02:00",56.14,"2023-04-27 15:58:00",0,9.9,"2023-04-27 13:09:55",4.459,357.8,73.21,-0.148,-0.134,-0.157,0.222,1.2,"2023-04-27 13:31:05",19.15624,0,4.508,6.666,2.834,32.99,33.41,32.5,3.117,3.971,2.634,33.65,33.74,33.55,0.966,0.984,0.943,25.66,25.75,25.56,1.596,1.615,1.584,33.69,33.72,33.65,2.628
NULL,snowflake,2023-04-27,"2023-04-28 00:00:00",765,514,12.73,7999,5.009,10.26,"2023-04-27 17:20:00",0.314,"2023-04-27 23:51:00",79.63,99.9,"2023-04-27 00:00:05",51.98,"2023-04-27 17:51:00",0,9.53,"2023-04-27 18:11:05",4.435,350.9,83.5,3.571,6.001,1.842,0.172,1.049,"2023-04-27 15:06:40",14.8077,0.2,4.458,6.329,3.1,26.34,26.66,26.15,2.857,3.513,2.557,33.01,33.09,32.97,1.796,1.816,1.779,25.38,25.73,25.02,2.723,2.74,2.708,37.81,37.94,37.61,2.567
NULL,sinclair,2023-04-27,"2023-04-28 00:00:00",749,543,12.79,7999,7.843,12.49,"2023-04-27 14:56:00",2.849,"2023-04-27 00:01:00",61.11,88.3,"2023-04-27 08:50:00",38.24,"2023-04-27 14:50:00",0.87,9.88,"2023-04-27 16:57:05",3.601,348.1,60.75,3.619,5.574,2.042,0.165,1.377,"2023-04-27 13:23:05",14.20764,0.8,3.992,5.722,2.586,33.99,35.04,32.87,2.438,3.127,1.909,40.6,41.56,39.22,1.367,1.38,1.35,28.84,28.9,28.79,1.637,1.648,1.618,43.68,43.83,43.6,3.243
NULL,shilo,2023-04-27,"2023-04-28 00:00:00",770,558,12.72,7999,5.446,11.05,"2023-04-27 14:47:00",0.105,"2023-04-27 02:44:00",69.38,92.7,"2023-04-27 23:59:00",47.87,"2023-04-27 15:10:00",0,9.25,"2023-04-27 10:28:40",3.803,3.094,59.45,6.344,10.58,3.364,0.193,1.145,"2023-04-27 14:46:10",16.62596,0,6.187,8.15,4.576,14.03,14.25,13.85,5.112,6.015,4.472,14.31,14.44,14.19,3.844,4.019,3.719,17.56,17.59,17.47,2.058,2.154,1.96,9.92,9.97,9.88,3.135
NULL,selkirk,2023-04-27,"2023-04-28 00:00:00",770,210,12.49,4769,4.796,11.13,"2023-04-27 15:06:00",0.709,"2023-04-27 01:55:00",81.9,99.8,"2023-04-27 07:04:00",44.74,"2023-04-27 16:30:00",0,7.644,"2023-04-27 12:20:25",3.211,22.47,56.19,NULL,NULL,NULL,0.238,1.129,"2023-04-27 11:49:10",20.50133,0.2,4.865,8.9,2.292,28.98,30.17,27.96,3.162,4.95,1.969,32.35,32.92,31.95,1.486,1.62,1.444,24.78,25.8,21.25,3.134,3.159,3.114,45.77,45.85,45.68,3.09
NULL,sanclara,2023-04-27,"2023-04-28 00:00:00",770,527,12.61,7999,2.92,8.23,"2023-04-27 14:46:00",-2.895,"2023-04-27 06:21:00",75.25,94.7,"2023-04-27 04:54:00",54.5,"2023-04-27 14:47:00",0,9.09,"2023-04-27 12:38:45",3.118,21.43,27.63,3.159,3.945,2.296,0.196,0.947,"2023-04-27 14:43:00",16.88095,0,4.94,6.222,3.507,36.3,37.04,35.72,4.405,4.77,4.026,37.75,37.96,37.66,2.251,2.372,2.12,37.59,37.64,37.52,2.301,2.372,2.232,34.72,34.77,34.58,2.484
NULL,ruthenia,2023-04-27,"2023-04-28 00:00:00",750,520,12.6,7999,3.009,7.515,"2023-04-27 11:23:00",-2.272,"2023-04-27 05:27:00",76.63,93.9,"2023-04-27 05:16:00",58.77,"2023-04-27 11:08:00",0,8.49,"2023-04-27 09:49:55",3.037,7.015,38.14,5.269,8.26,2.562,0.207,1.156,"2023-04-27 13:59:10",17.82187,0,6.486,8.25,4.756,18.4,22,6.352,4.732,5.366,4.125,40.55,40.62,40.48,NULL,NULL,NULL,30.7,30.74,30.68,2.95,3.026,2.87,35.44,35.48,35.42,2.458
NULL,russell,2023-04-27,"2023-04-28 00:00:00",766,215,12.52,7999,4.077,9.48,"2023-04-27 12:35:00",-0.888,"2023-04-27 02:34:00",76.47,99.9,"2023-04-27 21:13:00",46.69,"2023-04-27 12:28:00",1.24,10.31,"2023-04-27 20:37:55",2.453,40.48,39.97,4.761,6.948,2.499,0.16,1.025,"2023-04-27 14:21:20",13.79787,1,4.636,5.792,3.228,38.05,38.27,37.92,3.434,3.858,2.97,39.58,39.7,39.43,3.148,3.32,2.894,35.8,35.87,35.68,2.385,2.456,2.338,39.07,39.48,38.47,2.324
NULL,rosa,2023-04-27,"2023-04-28 00:00:00",770,538,12.84,7999,5.656,11.02,"2023-04-27 15:37:00",0.595,"2023-04-27 02:16:00",78.2,99.5,"2023-04-27 01:08:00",49.41,"2023-04-27 16:35:00",0,8.19,"2023-04-27 19:11:45",2.884,317.2,78.52,3.713,5.961,1.961,0.218,1.106,"2023-04-27 12:46:10",18.77354,0.2,4.83,6.268,3.719,45.34,45.57,45.07,4.149,4.733,3.898,46.35,46.41,46.27,3.287,3.36,3.228,40.08,40.11,40.03,3.675,3.73,3.626,42.49,42.53,42.46,2.985
NULL,rorketon,2023-04-27,"2023-04-28 00:00:00",747,528,12.6,7999,2.818,6.706,"2023-04-27 14:53:00",-1.547,"2023-04-27 03:22:00",89.3,100,"2023-04-27 08:46:00",63.67,"2023-04-27 14:27:00",0,10.09,"2023-04-27 14:16:50",3.313,342,24.58,3.414,5.396,1.32,0.153,1.187,"2023-04-27 13:30:55",13.22136,0.2,4.466,4.952,3.884,47.69,48.35,46.78,4.277,4.454,4.157,52.02,52.12,51.93,2.493,2.564,2.447,46.81,46.9,46.71,2.191,2.205,2.173,45.89,46.71,45.78,1.478
NULL,riverton,2023-04-27,"2023-04-28 00:00:00",770,564,12.68,7999,3.82,6.784,"2023-04-27 13:36:00",0.267,"2023-04-27 04:48:00",89.7,98.1,"2023-04-27 06:15:00",71.35,"2023-04-27 13:49:00",0.59,6.35,"2023-04-27 16:10:15",2.43,0,0,2.712,4.713,0.943,0.106,0.965,"2023-04-27 10:56:45",9.09377,0.8,3.053,4.041,2.203,59.49,59.76,59.21,1.594,1.808,1.486,49.43,49.48,49.37,NULL,NULL,NULL,35.76,35.82,35.7,NULL,NULL,NULL,28.56,28.66,28.47,1.295
NULL,rivers,2023-04-27,"2023-04-28 00:00:00",750,550,12.59,7999,4.761,10.27,"2023-04-27 12:18:00",-1.262,"2023-04-27 23:56:00",71.43,90.4,"2023-04-27 23:59:00",48.79,"2023-04-27 17:19:00",0.62,7.86,"2023-04-27 19:45:55",2.795,27.73,51.78,0.856,2.211,-0.055,0.138,1.01,"2023-04-27 16:13:45",11.89389,0.6,0.867,0.886,0.849,23.28,25.75,21.1,0.662,0.7,0.643,33.65,33.91,33.5,1.949,1.993,1.914,31.97,32.15,31.92,5.284,5.298,5.277,31.68,31.78,31.54,2.183
NULL,reston,2023-04-27,"2023-04-28 00:00:00",770,245,12.53,7999,7.621,12.19,"2023-04-27 17:19:00",3.545,"2023-04-28 00:00:00",64.15,100,"2023-04-27 23:15:00",41.28,"2023-04-27 12:12:00",1.34,9.6,"2023-04-27 16:19:30",3.217,359.6,65.12,3.461,6.063,1.289,0.15,1.082,"2023-04-27 14:25:10",12.92199,1.2,3.317,4.484,2.284,41.59,42.08,41.3,3.207,3.732,2.806,41.82,42.73,41.64,1.336,1.343,1.32,24.47,24.59,24.39,2.132,2.149,2.125,36.82,37.02,36.59,3.03
NULL,reedycreek,2023-04-27,"2023-04-28 00:00:00",770,552,12.88,7999,2.257,6.267,"2023-04-27 12:32:00",-3.127,"2023-04-27 03:38:00",88.5,100,"2023-04-27 05:27:00",69.04,"2023-04-27 15:07:00",0,8.17,"2023-04-27 14:14:15",2.454,332.3,50.06,5.165,7.564,2.82,0.174,1.301,"2023-04-27 12:29:15",14.97337,0.2,8.98,10.02,7.936,50.47,50.98,50.06,8.13,8.61,7.762,40.74,40.81,40.66,8.65,8.75,8.55,46.74,46.78,46.7,3.34,3.399,3.282,45.84,45.88,45.82,1.569
NULL,prawda,2023-04-27,"2023-04-28 00:00:00",770,560,12.54,7999,5.458,10.73,"2023-04-27 16:24:00",2.301,"2023-04-27 07:09:00",82.8,98.8,"2023-04-27 08:05:00",47.75,"2023-04-27 16:22:00",0,5.958,"2023-04-27 14:36:10",1.732,70.26,70.56,2.598,3.797,1.804,0.108,1.149,"2023-04-27 14:54:40",9.252418,0.2,4.288,5.664,3.39,39.02,40.48,38.25,3.238,3.782,3.019,33.99,34.64,33.6,4.604,4.645,4.574,51.35,51.41,51.31,3.273,3.298,3.253,59.53,59.56,59.49,1.51
